window_index,window_seconds,window_start_timestamp,window_end_timestamp,request_count,inter_arrival_count,gamma,alpha,beta
421,1200.0,3141910.0,3143110.0,0,0,,,
422,1200.0,3143110.0,3144310.0,0,0,,,
423,1200.0,3144310.0,3145510.0,0,0,,,
424,1200.0,3145510.0,3146710.0,129,128,0.0975583179188424,0.0975583179188424,57.25741914335664
425,1200.0,3146710.0,3147910.0,96,95,0.05654600547255357,0.05654600547255357,207.56270946424348
426,1200.0,3147910.0,3149110.0,2,1,,,
427,1200.0,3149110.0,3150310.0,1,0,,,
428,1200.0,3150310.0,3151510.0,110,20,0.24685218832679862,0.24685218832679862,213.89318181818183
429,1200.0,3151510.0,3152710.0,101,10,0.1447729843270318,0.1447729843270318,154.72500000000002
430,1200.0,3152710.0,3153910.0,192,20,0.08841632075644291,0.08841632075644291,417.90926928281453
431,1200.0,3153910.0,3155110.0,2032,215,1.3670281636666302,1.3670281636666302,4.031832008635073
432,1200.0,3155110.0,3156310.0,1044,106,1.6388143516305334,1.6388143516305334,6.833057811829413
433,1200.0,3156310.0,3157510.0,369,40,2.0854938191506838,2.0854938191506838,5.885896130346234
434,1200.0,3157510.0,3158710.0,100,9,6.009615384615383,6.009615384615383,0.4622222222222223
435,1200.0,3158710.0,3159910.0,202,21,0.08861917595839232,0.08861917595839232,398.7097933513027
436,1200.0,3159910.0,3161110.0,271,259,3.3107133901705357,3.3107133901705357,0.37901989901989624
437,1200.0,3161110.0,3162310.0,100,9,6.24390243902439,6.24390243902439,0.5694444444444445
438,1200.0,3162310.0,3163510.0,0,0,,,
439,1200.0,3163510.0,3164710.0,0,0,,,
440,1200.0,3164710.0,3165910.0,0,0,,,
441,1200.0,3165910.0,3167110.0,0,0,,,
442,1200.0,3167110.0,3168310.0,0,0,,,
443,1200.0,3168310.0,3169510.0,0,0,,,
444,1200.0,3169510.0,3170710.0,0,0,,,
445,1200.0,3170710.0,3171910.0,2,0,,,
446,1200.0,3171910.0,3173110.0,0,0,,,
447,1200.0,3173110.0,3174310.0,0,0,,,
448,1200.0,3174310.0,3175510.0,100,9,8.086538461538462,8.086538461538462,0.3984674329501916
